1,652,40
2,934,6
3,521,79
4,542,23
5,766,15
6,2,7
7,284,56
8,324,53
9,165,62
10,158,9
11,708,65
12,335,83
13,724,10
14,170,47
15,937,19
16,93,97
17,996,15
18,782,85
19,807,35
20,993,75
21,990,44
22,645,69
23,648,82
24,747,52
25,383,58
26,799,5
27,545,60
28,4,80
29,42,77
30,582,7
31,356,78
32,344,90
33,546,39
34,621,43
35,791,89
36,668,66
37,91,85
38,309,49
39,934,61
40,938,41
41,817,51
42,540,86
43,493,50
44,718,60
45,483,40
46,220,69
47,456,71
48,612,82
49,571,14
50,724,55
51,586,52
52,387,40
53,125,26
54,345,81
55,325,6
56,82,6
57,181,83
58,948,82
59,875,7
60,727,81
61,89,12
62,694,33
63,451,57
64,796,57
65,533,51
66,472,70
67,655,85
68,162,88
69,468,74
70,196,42
71,868,27
72,317,70
73,987,73
74,677,59
75,539,31
76,773,82
77,233,5
78,524,73
79,779,72
80,126,53
81,982,55
82,640,68
83,278,79
84,597,77
85,197,95
86,480,90
87,992,40
88,368,75
89,813,83
90,73,39
91,475,61
92,842,59
93,814,92
94,203,37
95,591,56
96,109,53
97,68,96
98,709,32
99,580,38
100,208,69
101,73,56
102,998,76
103,82,31
104,406,96
105,286,26
106,557,94
107,597,78
108,307,74
109,283,42
110,912,71
111,828,99
112,561,37
113,678,20
114,500,31
115,580,94
116,69,73
117,92,82
118,613,38
119,36,25
120,100,99
121,473,38
122,363,37
123,657,60
124,156,81
125,653,84
126,755,84
127,391,63
128,91,70
129,264,47
130,258,81
131,563,77
132,95,28
133,481,8
134,399,26
135,749,86
136,255,53
137,103,37
138,681,70
139,503,65
140,36,7
141,327,72
142,135,40
143,412,75
144,759,80
145,390,24
146,848,65
147,1000,33
148,903,13
149,195,100
150,803,38
151,589,47
152,398,65
153,145,41
154,125,60
155,685,88
156,23,71
157,485,37
158,76,89
159,246,34
160,260,61
161,600,26
162,33,81
163,171,36
164,507,11
165,585,16
166,640,22
167,918,40
168,478,25
169,878,51
170,149,43
171,827,47
172,484,60
173,745,66
174,594,76
175,408,99
176,427,95
177,202,60
178,740,87
179,608,70
180,287,83
181,905,97
182,402,9
183,747,21
184,376,59
185,418,85
186,524,12
187,856,56
188,289,86
189,467,6
190,146,7
191,226,93
192,51,98
193,485,59
194,562,41
195,916,91
196,140,37
197,509,60
198,376,12
199,94,62
200,146,42
201,338,53
202,108,10
203,233,90
204,420,97
205,873,73
206,722,7
207,703,16
208,104,30
209,573,47
210,745,99
211,574,83
212,654,24
213,808,45
214,594,87
215,121,51
216,247,86
217,35,47
218,868,94
219,772,14
220,50,44
221,128,75
222,572,24
223,527,65
224,954,18
225,140,94
226,620,34
227,133,38
228,164,18
229,928,55
230,930,39
231,740,43
232,539,71
233,540,5
234,283,32
235,178,6
236,333,53
237,284,65
238,869,21
239,914,76
240,712,46
241,88,26
242,795,30
243,132,95
244,83,91
245,290,47
246,101,62
247,975,90
248,897,51
249,822,32
250,790,89
251,830,5
252,521,62
253,85,40
254,638,79
255,719,20
256,392,78
257,903,70
258,426,95
259,395,23
260,578,98
261,364,25
262,382,14
263,810,26
264,4,15
265,234,15
266,24,28
267,112,63
268,616,33
269,896,78
270,67,73
271,870,56
272,241,85
273,217,99
274,297,73
275,544,83
276,239,9
277,387,87
278,164,75
279,846,60
280,261,72
281,386,34
282,270,78
283,333,34
284,563,91
285,973,89
286,769,71
287,416,25
288,727,78
289,506,43
290,562,9
291,589,33
292,159,94
293,575,76
294,844,47
295,238,30
296,82,48
297,544,19
298,15,78
299,160,33
300,229,21
301,352,29
302,193,19
303,219,48
304,935,81
305,103,52
306,353,99
307,238,99
308,164,60
309,895,10
310,514,54
311,275,17
312,823,84
313,189,75
314,414,45
315,373,65
316,115,71
317,516,49
318,348,36
319,289,7
320,565,47
321,716,69
322,531,16
323,352,54
324,150,10
325,464,97
326,10,30
327,997,46
328,489,66
329,120,43
330,6,44
331,422,16
332,843,58
333,529,9
334,567,28
335,693,73
336,962,94
337,750,57
338,384,27
339,238,74
340,258,69
341,229,98
342,259,78
343,148,78
344,36,48
345,816,100
346,55,78
347,940,85
348,268,83
349,566,97
350,186,5
351,679,44
352,821,91
353,71,36
354,676,90
355,841,100
356,317,35
357,957,40
358,530,65
359,357,62
360,357,84
361,597,92
362,646,76
